full_text,text_clean,label,tokens,lemma
@yaniarsim @Sjaechu @ganjarpranowo KALIAN  AKAN MENJADI  KORBAN.5 TH...PENDERITAAN  SECARA NASIONAL JK  KALIAN PILIH GANJAR......... WALAU  ITU  HAK  ASAZI  ANDA....BERPIKIR LAH.PUNYA PRESIDEN  SETIAP BULAN  RAKYAT  SECARA ADIL MENDAPATKAN  ..BAGIAN HASIL  USAHA DAN KEKAYAAN  INDONESI.INGAT  MAHFUD. 30 JUTA/KEPALA,kalian jadi korban derita nasional kalian pilih ganjar asazi pikir punya presiden bulan rakyat adil dapat bagi hasil usaha kaya indonesia ingat mahfud juta kepala,2,"['kalian', 'jadi', 'korban', 'derita', 'nasional', 'kalian', 'pilih', 'ganjar', 'asazi', 'pikir', 'punya', 'presiden', 'bulan', 'rakyat', 'adil', 'dapat', 'bagi', 'hasil', 'usaha', 'kaya', 'indonesia', 'ingat', 'mahfud', 'juta', 'kepala']",korban derita nasional pilih ganjar asazi pikir presiden rakyat adil hasil usaha kaya indonesia mahfud juta kepala
@eddy_widodo_165 Kelihatan JELAS PDIP tidak ALL OUT untuk dukung pak Ganjar pranowo SEBAGIAN masih berkeliaran ke sana ke Mari,lihat jelas pdip untuk dukung ganjar pranowo bagi liar sana,2,"['lihat', 'jelas', 'pdip', 'untuk', 'dukung', 'ganjar', 'pranowo', 'bagi', 'liar', 'sana']",pdip dukung ganjar pranowo liar
@Hasbil_Lbs @ganjarpranowo ??????sumpah baru liat bio ganjar????????kocak yah  Besok pasti diganti itu tuan menjadi tuhan,sumpah baru lihat ganjar kocak besok ganti tuan jadi tuhan,2,"['sumpah', 'baru', 'lihat', 'ganjar', 'kocak', 'besok', 'ganti', 'tuan', 'jadi', 'tuhan']",sumpah ganjar kocak besok ganti tuan tuhan
"Wong ga ada nilai jual kok, ga ada prestasi apa2.. fakta jateng itu 2 periode apa hasilnya??  BuzzeRp kawanan tempurung  share berita2 penghargaan, prestasi ganjar apa sih yg di hargai?? Cek jateng, baru2 inibmuncul penghargaan2 pas mo nyapressss  Rakyat melihat dan menilai,",wong nilai jual prestasi fakta jateng periode hasil buzzerp kawan tempurung share berita harga prestasi ganjar harga jateng baru inimuncul harga nyapre rakyat lihat nilai,2,"['wong', 'nilai', 'jual', 'prestasi', 'fakta', 'jateng', 'periode', 'hasil', 'buzzerp', 'kawan', 'tempurung', 'share', 'berita', 'harga', 'prestasi', 'ganjar', 'harga', 'jateng', 'baru', 'inimuncul', 'harga', 'nyapre', 'rakyat', 'lihat', 'nilai']",nilai jual prestasi fakta jateng periode hasil buzzerp kawan tempurung share berita harga prestasi ganjar harga jateng inimuncul harga nyapre rakyat nilai
@ruhutsitompul Anis terdepan...jangan pernah pilih Ganjar kalau kita ga ingin jatu miskin..,anis depan jangan pernah pilih ganjar kalau tidak jatuh miskin,2,"['anis', 'depan', 'jangan', 'pernah', 'pilih', 'ganjar', 'kalau', 'tidak', 'jatuh', 'miskin']",anis pilih ganjar jatuh miskin
@budimandjatmiko @hariankompas tetap Ganjar.....,tetap ganjar,0,"['tetap', 'ganjar']",tetap ganjar
"PKS Sebut Baju Kampanye Ganjar Kurang Cerah dan Berani, Tak Seperti Jokowi Dulu https://t.co/8TSnSjfFeR https://t.co/QgyuTyvIkh",sebut baju kampanye ganjar kurang cerah berani seperti jokowi dulu,2,"['sebut', 'baju', 'kampanye', 'ganjar', 'kurang', 'cerah', 'berani', 'seperti', 'jokowi', 'dulu']",baju kampanye ganjar cerah berani jokowi
Silaturrahmi Majelis Fatayat Kabupaten Pasuruan Serta Berikan Bantuan Air Mineral Botol.  #santridukungganjar #santridukungganjarjatim #ganjarpranowo #ganjarpresiden #ganjarforpresident2024 #ganjarpresiden2024 https,silaturrahmi majelis fatayat kabupaten pasuruan ikan bantu mineral botol,0,"['silaturrahmi', 'majelis', 'fatayat', 'kabupaten', 'pasuruan', 'ikan', 'bantu', 'mineral', 'botol']",silaturrahmi majelis fatayat kabupaten pasuruan ikan bantu mineral botol
"@OposisiCerdas pak jokowi mau mengusung pak ganjar tidak enak  sama pak probowo,mau ngusung pak parabowo gk enak sama partai nya",jokowi usung ganjar enak sama probowo ngusung parabowo enak sama partai,0,"['jokowi', 'usung', 'ganjar', 'enak', 'sama', 'probowo', 'ngusung', 'parabowo', 'enak', 'sama', 'partai']",jokowi usung ganjar enak probowo ngusung parabowo enak partai
@Mayapada0812 @_qaireen084 @DE_Sapta5 @Yurissa_Samosir @xix0_3 @ACasiragi @AKU_dgn3putra @ArdhaniFariz @Asuhan1nfinitE @AyatMamas @NohCeukenohhh @Malika6027 @MuhiqR @doelpaten Siip lah �. GO GANJAR ??????,ganjar,0,['ganjar'],ganjar
"@Mayapada0812 @_qaireen084 @DE_Sapta5 @Yurissa_Samosir @xix0_3 @ACasiragi @AKU_dgn3putra @ArdhaniFariz @Asuhan1nfinitE @AyatMamas @NohCeukenohhh @Malika6027 @MuhiqR @doelpaten Ternyata beda ya yg jujur kaga pake simpatisan bayaran, ttp milih yg JUJUR ???????? Go GANJAR!",nyata beda jujur pakai simpatisan bayar tetap milih jujur ganjar,1,"['nyata', 'beda', 'jujur', 'pakai', 'simpatisan', 'bayar', 'tetap', 'milih', 'jujur', 'ganjar']",beda jujur pakai simpatisan bayar tetap milih jujur ganjar
@Ruthhisyam @tvOneNews Indonesia memanggil pk Ganjar untuk RI 1,indonesia panggil penjahatkelamin ganjar,1,"['indonesia', 'panggil', 'penjahatkelamin', 'ganjar']",indonesia panggil penjahatkelamin ganjar
"Belajar dari Pencopotan Baliho oleh TNI, Ganjar Minta Relawan Hati-hati https://t.co/CuV3ZlZVGX",ajar copot baliho ganjar minta rawan hati hati,0,"['ajar', 'copot', 'baliho', 'ganjar', 'minta', 'rawan', 'hati', 'hati']",ajar copot baliho ganjar rawan hati hati
Hebat emang pa jokowi..maaih sempet2 nya design baju buat om ganjar..,hebat memang jokowi sempat design baju buat ganjar,0,"['hebat', 'memang', 'jokowi', 'sempat', 'design', 'baju', 'buat', 'ganjar']",hebat jokowi design baju ganjar
Ganjar,ganjar,0,['ganjar'],ganjar
"@__AnakKolong Mencari yang tidak ada sosoknya, itu ilusi, mimpi. terombang-ambing bantal guling. Adanya sosok, apapun obrolannya ya ganjar, pak wo, amies. Wapres yg blm, bursa sdh muncul.  Terlepas sejalan (pola) atau tdk. rg, rr, did, musmar, r amien, rfl. tmbhkn sendiri.",cari tidak sosok ilusi mimpi terombang ambing bantal guling ada sosok apa obrol ganjar amies wapres belum bursa muncul lepas jalan pola tidak musmar amien tmbhkn sendiri,0,"['cari', 'tidak', 'sosok', 'ilusi', 'mimpi', 'terombang', 'ambing', 'bantal', 'guling', 'ada', 'sosok', 'apa', 'obrol', 'ganjar', 'amies', 'wapres', 'belum', 'bursa', 'muncul', 'lepas', 'jalan', 'pola', 'tidak', 'musmar', 'amien', 'tmbhkn', 'sendiri']",cari sosok ilusi mimpi terombang ambing bantal guling sosok obrol ganjar amies wapres bursa muncul lepas jalan pola musmar amien tmbhkn
@ekowboy2 Tetap Ganjar... masak Prabowo? apalagi si wan abud ??? jiahhhh nehiii,tetap ganjar masak prabowo abud jiahhhh,1,"['tetap', 'ganjar', 'masak', 'prabowo', 'abud', 'jiahhhh']",tetap ganjar masak prabowo abud
@akupadi5 @ganjarpranowo MENANGKAN PAK GANJAR PRANOWO harga mati ????????,menang ganjar pranowo harga mati,1,"['menang', 'ganjar', 'pranowo', 'harga', 'mati']",menang ganjar pranowo harga mati
"@DokterTifa Melibatkan Allah utk menyamarkan rasa dengki kpd Ganjar yg diharapkan tdk dapat meraih kemenangan di Pilpres, demi membela capres dukungannya yg rekam jejaknya tdk pantas jadi presiden, jadi gabener aja tdk mampu apalagi jadi presiden.",libat allah samar rasa dengki ganjar harap dapat raih menang pilpres bela capres dukung rekam jejak pantas jadi presiden jadi gabener tidak mampu jadi presiden,1,"['libat', 'allah', 'samar', 'rasa', 'dengki', 'ganjar', 'harap', 'dapat', 'raih', 'menang', 'pilpres', 'bela', 'capres', 'dukung', 'rekam', 'jejak', 'pantas', 'jadi', 'presiden', 'jadi', 'gabener', 'tidak', 'mampu', 'jadi', 'presiden']",libat allah samar dengki ganjar harap raih menang pilpres bela capres dukung rekam jejak presiden gabener presiden
Sekarang malah mirip Ganjar,sekarang bahkan mirip ganjar,0,"['sekarang', 'bahkan', 'mirip', 'ganjar']",ganjar
"Selamat menjilat liur basimu sendiri ya mas, nikmati lah, hak politikmu mau dukung siapa saja.  Karena GANJAR ORANG JUJUR.",selamat jilat liur basi sendiri nikmat politik dukung siapa karena ganjar orang jujur,1,"['selamat', 'jilat', 'liur', 'basi', 'sendiri', 'nikmat', 'politik', 'dukung', 'siapa', 'karena', 'ganjar', 'orang', 'jujur']",selamat jilat liur basi nikmat politik dukung ganjar jujur
"Jadi ini sangat bagus kalau kunjungan Pak Ganjar, kunjungan Pak Prabowo ke Danau Toba,"" kata Sandi. #newsupdate #update #news #text https://t.co/vTo10OqET6""",jadi sangat bagus kalau kunjung ganjar kunjung prabowo danau toba kata sandi,0,"['jadi', 'sangat', 'bagus', 'kalau', 'kunjung', 'ganjar', 'kunjung', 'prabowo', 'danau', 'toba', 'kata', 'sandi']",bagus kunjung ganjar kunjung prabowo danau toba sandi
PAKAIAN DINAS KAMPANYE GANJAR PRANOWO,pakai dinas kampanye ganjar pranowo,0,"['pakai', 'dinas', 'kampanye', 'ganjar', 'pranowo']",pakai dinas kampanye ganjar pranowo
wah keren juga ada pak ganjar,keren ganjar,1,"['keren', 'ganjar']",keren ganjar
"@DokterTifa Dokter calon penghuni Neraka, kecelakaan di satu syuro dihubungkan dgn calon Presiden Ganjar, saking bencinya ke Ganjar jadi apapun kejadian yg bisa dijadikan konten utk menyerang Capres yg tdk didukung, sangat miris bergelar dokter tapi isi kepala jadi terbelakang",dokter calon huni neraka celaka satu syuro hubung calon presiden ganjar saking benci ganjar jadi apa jadi bisa jadi konten serang capres tidak dukung sangat miris gelar dokter kepala jadi belakang,2,"['dokter', 'calon', 'huni', 'neraka', 'celaka', 'satu', 'syuro', 'hubung', 'calon', 'presiden', 'ganjar', 'saking', 'benci', 'ganjar', 'jadi', 'apa', 'jadi', 'bisa', 'jadi', 'konten', 'serang', 'capres', 'tidak', 'dukung', 'sangat', 'miris', 'gelar', 'dokter', 'kepala', 'jadi', 'belakang']",dokter calon huni neraka celaka syuro hubung calon presiden ganjar saking benci ganjar konten serang capres dukung miris gelar dokter kepala
"Sebagai Senior, Budiman Anggap Prabowo yang Bisa Satukan Kaum Nasionalis, Bukan Ganjar! https://t.co/fvA6NhbUJd",senior budiman anggap prabowo bisa satu kaum nasionalis bukan ganjar,2,"['senior', 'budiman', 'anggap', 'prabowo', 'bisa', 'satu', 'kaum', 'nasionalis', 'bukan', 'ganjar']",senior budiman anggap prabowo kaum nasionalis ganjar
"Selamat menjilat liur mu mas bud, nikmatilah, kami tetap hiram putih GANJAR PRANOWO.",selamat jilat liur nikmat tetap hitam putih ganjar pranowo,1,"['selamat', 'jilat', 'liur', 'nikmat', 'tetap', 'hitam', 'putih', 'ganjar', 'pranowo']",selamat jilat liur nikmat tetap hitam putih ganjar pranowo
@lobaKaheureui @KakekHalal Pendukung Ganjar bubaaarrr...bubar...bubar...bubar...sadar bahwa kaum pewaris faham pki menjadikannya boneka.,dukung ganjar bubar bubar bubar bubar sadar kaum waris paham partaikomunisindonesia jadi boneka,2,"['dukung', 'ganjar', 'bubar', 'bubar', 'bubar', 'bubar', 'sadar', 'kaum', 'waris', 'paham', 'partaikomunisindonesia', 'jadi', 'boneka']",dukung ganjar bubar bubar bubar bubar sadar kaum waris paham partaikomunisindonesia boneka
@VIVAcoid Jendral Sudirman ngk pernah main tiktok apalgi hobby nonton Bok3p kayak den ganjar,jendral sudirman pernah main tiktok apalgi hobby nonton ganjar,2,"['jendral', 'sudirman', 'pernah', 'main', 'tiktok', 'apalgi', 'hobby', 'nonton', 'ganjar']",jendral sudirman main tiktok apalgi hobby nonton ganjar
"@yusuf_dumdum Yang model ginian, perlu dicegah. Solidaritasnya hidup satu, hidup semua. Spt Pak Ganjar semuanya kita bersaudara, dan teman.  https://t.co/d7pKW2qq3s",model ginian perlu cegah solidaritas hidup satu hidup semua ganjar semua saudara teman,1,"['model', 'ginian', 'perlu', 'cegah', 'solidaritas', 'hidup', 'satu', 'hidup', 'semua', 'ganjar', 'semua', 'saudara', 'teman']",model ginian cegah solidaritas hidup hidup ganjar saudara teman
"@Paltiwest @prabowo jelas lebih nasionalis dari anies/ganjar yg selalu merapat ke kaum khilafah/syariah, PILIH PRABOWO di PILPRES 2024 adlh KEPUTUSAN TEPAT ! Hentikan pergerakan syariah yg merusak budaya nusantara, jgn pilih lagi wafres seperti amin maruf yg hanya menghabiskan uang rakyat ! https://t.co/av3mXyvXSC",jelas lebih nasionalis anies ganjar selalu rapat kaum khilafah syariah pilih prabowo pilpres putus tepat henti gera syariah rusak budaya nusantara jangan pilih wapres amin maruf hanya habis uang rakyat,0,"['jelas', 'lebih', 'nasionalis', 'anies', 'ganjar', 'selalu', 'rapat', 'kaum', 'khilafah', 'syariah', 'pilih', 'prabowo', 'pilpres', 'putus', 'tepat', 'henti', 'gera', 'syariah', 'rusak', 'budaya', 'nusantara', 'jangan', 'pilih', 'wapres', 'amin', 'maruf', 'hanya', 'habis', 'uang', 'rakyat']",nasionalis anies ganjar rapat kaum khilafah syariah pilih prabowo pilpres putus henti syariah rusak budaya nusantara pilih wapres amin maruf habis uang rakyat
@BungDenni @NsttRoby @SpoilerSpree Kalau ganjar ngak. Pilih prabowo lah. Yg pasti bukan Anies...??????,kalau ganjar pilih prabowo pasti bukan anies,0,"['kalau', 'ganjar', 'pilih', 'prabowo', 'pasti', 'bukan', 'anies']",ganjar pilih prabowo anies
@DadangRusdi @lupadiri0_0 @choymarkochoy @celanakusamm @Yurissa_Samosir @ArdhaniFariz @Mayapada0812 @AtokBadar75777 @DE_Sapta5 @HidayatNatari @Kang_Toniee @MuhiqR @NohCeukenohhh @PramukhtikoS @ganjarpranowo Bukan fans (kalo fans itu sukanya smp kaga pake nalar) tp gw pendukung Ganjar sbg RI1 2024. Go GANJAR!,bukan fans fans suka pakai nalar dukung ganjar ganjar,1,"['bukan', 'fans', 'fans', 'suka', 'pakai', 'nalar', 'dukung', 'ganjar', 'ganjar']",fans fans suka pakai nalar dukung ganjar ganjar
"[FULL] Pidato Adu Gagasan Ganjar, Anies, dan Prabowo di Rakernas Apeksi ... https://t.co/u1fzogjS3c via @YouTube",full pidato gagas ganjar anies prabowo rakernas apeksi,0,"['full', 'pidato', 'gagas', 'ganjar', 'anies', 'prabowo', 'rakernas', 'apeksi']",full pidato gagas ganjar anies prabowo rakernas apeksi
@giribatjo56 @jansen_jsp Dan penyuka bokep. Kurang apa lagi Pak Ganjar,suka porno kurang ganjar,2,"['suka', 'porno', 'kurang', 'ganjar']",suka porno ganjar
Mak Ganjar Sumatera Utara Bersilaturahmi dan Berbagi Kebaikan Sekaligus Membuat Air Sere Selasih. ???????? #makganjarsumut #makganjaruntukpakganjar #ganjarpranowo #ganjarforpresident2024 #ganjarpresiden2024 #makganjar https,ganjar sumatera utara silaturahmi bagi baik sekaligus buat sere selasih,0,"['ganjar', 'sumatera', 'utara', 'silaturahmi', 'bagi', 'baik', 'sekaligus', 'buat', 'sere', 'selasih']",ganjar sumatera utara silaturahmi baik sere selasih
"@aniesbaswedan @NasDem Yg di jual tidak jauh jauh dari agama , sudah basi kaga laku , capres prabowo dan Ganjar juga udah haji semua ??????",jual jauh jauh agama basi laku capres prabowo ganjar sudah haji semua,0,"['jual', 'jauh', 'jauh', 'agama', 'basi', 'laku', 'capres', 'prabowo', 'ganjar', 'sudah', 'haji', 'semua']",jual agama basi capres prabowo ganjar haji
@Joker_Wedoks @PDemokrat @Andrikosasih @BungkusTukang @DavidWijaya82 @ENJEULL @NGM_007 @Yudiantiyaman @Duren___ @j6rt9gw2hd @Thalomoan1 @ErmiPurba1 @EviDrajat @Jkt_Networks2 @GME_Lee77 Presiden Jokowi senantiasa di Hati   dan  Bapak Ganjar Pranowo adalah sosok yang sudah di Nanti ??????????    setelah dibentuk Tim 7 TIDAK PERLU DIRAGUKAN LAGI Penerus Presiden Jokowi  ya Bapak Ganjar Pranowo  #GanjarPranowoPresiden2024   https,presiden jokowi senantiasa hati bapak ganjar pranowo sosok sudah telah bentuk perlu ragu terus presiden jokowi bapak ganjar pranowo,1,"['presiden', 'jokowi', 'senantiasa', 'hati', 'bapak', 'ganjar', 'pranowo', 'sosok', 'sudah', 'telah', 'bentuk', 'perlu', 'ragu', 'terus', 'presiden', 'jokowi', 'bapak', 'ganjar', 'pranowo']",presiden jokowi senantiasa hati ganjar pranowo sosok bentuk ragu terus presiden jokowi ganjar pranowo
@tvOneNews Kalau Mas Ganjar Tidak Menempel Jokowi Mungkin Dukungan Seluruh Rakyat Indonesia Tertuju Utk Mas Ganjar Tapi Karena Mas Ganjar Di Bayang2in Jokowi Rakyat Tidak Simpati Lagi.,kalau ganjar tempel jokowi mungkin dukung seluruh rakyat indonesia tuju ganjar karena ganjar bayang jokowi rakyat simpati,2,"['kalau', 'ganjar', 'tempel', 'jokowi', 'mungkin', 'dukung', 'seluruh', 'rakyat', 'indonesia', 'tuju', 'ganjar', 'karena', 'ganjar', 'bayang', 'jokowi', 'rakyat', 'simpati']",ganjar tempel jokowi dukung rakyat indonesia ganjar ganjar bayang jokowi rakyat simpati
@jimmyherdyansy2 @ganjarpranowo kalau ada orang atau tokoh dari Partai PKS yang nggak suka kemeja Garis Hitam Putih  itu artinya  pilihan Kemeja Garis Hitam Putih adalah 100 % benar !    Hitam putih itu punya makna jelas yaitu Sikap Politik yang tidak abu-abu https,kalau orang tokoh partai tidak suka kemeja garis hitam putih arti pilih kemeja garis hitam putih benar hitam putih punya makna jelas sikap politik tidak,1,"['kalau', 'orang', 'tokoh', 'partai', 'tidak', 'suka', 'kemeja', 'garis', 'hitam', 'putih', 'arti', 'pilih', 'kemeja', 'garis', 'hitam', 'putih', 'benar', 'hitam', 'putih', 'punya', 'makna', 'jelas', 'sikap', 'politik', 'tidak']",tokoh partai suka kemeja garis hitam putih pilih kemeja garis hitam putih hitam putih makna sikap politik
Ganjar Pranowo adalah pak jokowi selanjutnya  #GanjarCapres https,ganjar pranowo jokowi lanjut,1,"['ganjar', 'pranowo', 'jokowi', 'lanjut']",ganjar pranowo jokowi lanjut
"@BungDenni @NsttRoby @SpoilerSpree Gua mah prabowo ok. Ganjar juga ok. ANIES jangan sampai dah. Kaga bisa kerja, ngomong doang. Coba lihat, hampir di semua wawancara, ditanya A, jawab B. Pemuja nya ya model kayak luh buta. Banyakan penganguran yg males kerja, tapi mau banyak duit, ujung nya salahkan pemerintah..",prabowo ganjar anies jangan sudah bisa kerja bicara doang coba lihat hampir semua wawancara tanya menjadiseseorang jawab bahasa puja model buta banyak penganguran malas kerja banyak duit akhir salah perintah,0,"['prabowo', 'ganjar', 'anies', 'jangan', 'sudah', 'bisa', 'kerja', 'bicara', 'doang', 'coba', 'lihat', 'hampir', 'semua', 'wawancara', 'tanya', 'menjadiseseorang', 'jawab', 'bahasa', 'puja', 'model', 'buta', 'banyak', 'penganguran', 'malas', 'kerja', 'banyak', 'duit', 'akhir', 'salah', 'perintah']",prabowo ganjar anies bicara doang coba wawancara menjadiseseorang bahasa puja model buta penganguran malas duit salah perintah
Ganjar Pranowo dekat dengan ulama  #GanjarCapres https,ganjar pranowo dekat ulama,1,"['ganjar', 'pranowo', 'dekat', 'ulama']",ganjar pranowo ulama
Ganjar Pranowo antikorupsi #GanjarCapres https,ganjar pranowo antikorupsi,1,"['ganjar', 'pranowo', 'antikorupsi']",ganjar pranowo antikorupsi
Ganjar Pranowo pemimpin cerdas  #GanjarCapres https,ganjar pranowo pimpin cerdas,1,"['ganjar', 'pranowo', 'pimpin', 'cerdas']",ganjar pranowo pimpin cerdas
IPM Jateng semakin baik berkat Ganjar Pranowo  #GanjarCapres https,jateng makin baik berkat ganjar pranowo,1,"['jateng', 'makin', 'baik', 'berkat', 'ganjar', 'pranowo']",jateng baik berkat ganjar pranowo
"@Riza_Ganjar_15 @lalisaafranss @inuu90 @dolcegust0 @tanyarlfes Itu kan menurut agama elu. Menurut agama lain, ya agama lu itu sesat.",agama kamu agama agama kamu sesat,2,"['agama', 'kamu', 'agama', 'agama', 'kamu', 'sesat']",agama agama agama sesat
Ganjar Pranowo sosok pemimpin masa depan #GanjarCapres https,ganjar pranowo sosok pimpin masa depan,1,"['ganjar', 'pranowo', 'sosok', 'pimpin', 'masa', 'depan']",ganjar pranowo sosok pimpin
"@BungDenni @NsttRoby @SpoilerSpree Data apa yg luh punya..?????? Jawa tengah baik baik tuh. Sebagian rakyat jawa tengah bahagia saja dengan Ganjar. Luh mau bilang pabrik Semen, semua baik baik saja tuh. Kita semua dukung pembangunan yg emang butuh pabrik semen... Lah jakarta, secara fakta, anies kaga bisa kerja.",data punya jawa tengah baik baik bagi rakyat jawa tengah bahagia dengan ganjar bilang pabrik semen semua baik baik kita semua dukung bangun memang butuh pabrik semen jakarta fakta anies bisa kerja,1,"['data', 'punya', 'jawa', 'tengah', 'baik', 'baik', 'bagi', 'rakyat', 'jawa', 'tengah', 'bahagia', 'dengan', 'ganjar', 'bilang', 'pabrik', 'semen', 'semua', 'baik', 'baik', 'kita', 'semua', 'dukung', 'bangun', 'memang', 'butuh', 'pabrik', 'semen', 'jakarta', 'fakta', 'anies', 'bisa', 'kerja']",data jawa tengah baik baik rakyat jawa tengah bahagia ganjar bilang pabrik semen baik baik dukung bangun butuh pabrik semen jakarta fakta anies
"Ganjar Pranowo menjadi bagian dalam pertemuan silaturahmi, bersama masyayikh se-Indonesia di ponpes Al-Anwar 1 Rembang.  Pertemuan yang berbalut kentalnya persaudaraan itu dihadiri oleh 62 ulama kharismatik dari perwakilan seluruh Indonesia.   Tanpa Habieb Gadungan yaa???? https://t.co/u5L2rlUMzI",ganjar pranowo jadi bagi temu silaturahmi sama masyayikh indonesia pondokpesantren anwar rembang temu balut kental saudara hadir ulama kharismatik wakil seluruh indonesia habieb gadungan,1,"['ganjar', 'pranowo', 'jadi', 'bagi', 'temu', 'silaturahmi', 'sama', 'masyayikh', 'indonesia', 'pondokpesantren', 'anwar', 'rembang', 'temu', 'balut', 'kental', 'saudara', 'hadir', 'ulama', 'kharismatik', 'wakil', 'seluruh', 'indonesia', 'habieb', 'gadungan']",ganjar pranowo temu silaturahmi masyayikh indonesia pondokpesantren anwar rembang temu balut kental saudara hadir ulama kharismatik wakil indonesia habieb gadungan
